town,Index,group,State Name,District names,latitude,longitude
Bangsidharpur ,5.390181057,1,WEST BENGAL,South Twenty Four Parganas,22.1686107,88.4099377
Bamna ,5.34371819,1,WEST BENGAL,South Twenty Four Parganas,25.2105732,78.17623276
Pandua ,4.961412874,1,WEST BENGAL,Hugli ,23.0751399,88.2828926
Anand Nagar ,4.702529266,1,ASSAM,Dhubri,27.1026549,83.2747426
Erashal ,4.57125118,1,WEST BENGAL,Purba Medinipur,22.090257,87.861738
Dhola ,4.565227619,1,WEST BENGAL,South Twenty Four Parganas,32.6856074,73.8453867
Dhola ,4.565227619,1,WEST BENGAL,South Twenty Four Parganas,32.6856074,73.8453867
Dihi Kalas ,4.536126,1,WEST BENGAL,South Twenty Four Parganas,22.2508426,88.3409331
Arjunpur ,4.509181851,1,WEST BENGAL,Murshidabad ,24.9996924,80.66750482
Krishna Chandrapur ,4.476909542,1,WEST BENGAL,South Twenty Four Parganas,22.1191136,88.4294808
Durganagar ,4.472727513,1,WEST BENGAL,South Twenty Four Parganas,22.6504966,88.4192153
Hasimnagar ,4.450394475,1,WEST BENGAL,South Twenty Four Parganas,22.3095208,88.2534125
Kalikapota ,4.257939378,1,WEST BENGAL,South Twenty Four Parganas,22.226954,88.3360718
Baneshwarpur ,4.253948959,1,WEST BENGAL,South Twenty Four Parganas,22.2421242,88.457662
Baliadanga ,4.127914476,1,WEST BENGAL,Maldah ,22.7188738,89.5487021
Garia ,4.120353192,1,WEST BENGAL,South Twenty Four Parganas,22.4662366,88.4050198
Purba Ranaghat ,4.087984592,1,WEST BENGAL,South Twenty Four Parganas,22.1386089,88.4428099
Topchanchi ,4.076779784,1,JHARKHAND,Dhanbad,23.8849058,86.2078046
Mankachar ,4.068769998,1,ASSAM,Dhubri,25.62963265,89.93159384
Mahendrapur ,4.065367141,1,WEST BENGAL,Murshidabad ,24.53052395,80.57460467
Karia ,4.036123906,1,WEST BENGAL,Haora ,24.060292,76.99323036
Anup Nagar ,4.003067733,1,WEST BENGAL,Murshidabad ,25.6011427,85.1570423
Magrahat ,3.969992082,1,WEST BENGAL,South Twenty Four Parganas,22.2419601,88.3784239
Sibnagar ,3.928623024,1,WEST BENGAL,Murshidabad ,22.3247124,88.593432
Jafrabad ,3.92523415,1,WEST BENGAL,Murshidabad ,26.41723155,77.87632912
Jafrabad ,3.92523415,1,WEST BENGAL,Murshidabad ,26.41723155,77.87632912
Bilandapur ,3.921498963,1,WEST BENGAL,South Twenty Four Parganas,22.2347572,88.3712739
Rajapur ,3.9113463,1,WEST BENGAL,South Twenty Four Parganas,16.6533199,73.5148504
Kumarpur ,3.86750265,1,JHARKHAND,Pakur,21.8543065,88.409595
Kankuria ,3.81633384,1,WEST BENGAL,Murshidabad ,22.88775085,88.16541652
Raghunandanpur ,3.798975471,1,JHARKHAND,Pakur,23.6022063,89.8139529
Aurangabad ,3.757364575,1,WEST BENGAL,Murshidabad ,24.80332005,84.41101978
Osmanpur ,3.736928625,1,WEST BENGAL,Murshidabad ,17.37196512,78.48935638
Osmanpur ,3.736928625,1,WEST BENGAL,Murshidabad ,17.37196512,78.48935638
Chandpur (M) ,3.683698335,1,WEST BENGAL,South Twenty Four Parganas,23.342501,77.36057321
Basudebpur ,3.665055486,1,WEST BENGAL,Murshidabad ,21.1285287,86.74070739
Basudebpur ,3.665055486,1,WEST BENGAL,Murshidabad ,21.1285287,86.74070739
Tin Pahar ,3.639447742,1,JHARKHAND,Sahibganj,23.68149895,87.68724096
Dighirpar ,3.639076078,1,WEST BENGAL,South Twenty Four Parganas,24.231214,90.9801865
Balarampur ,3.584113538,1,WEST BENGAL,Puruliya,23.11452925,86.22575961
Balarampur ,3.584113538,1,WEST BENGAL,Puruliya,23.11452925,86.22575961
Serpur ,3.565312606,1,WEST BENGAL,Murshidabad ,23.198828,77.10628717
Jadupur ,3.563688075,1,WEST BENGAL,Maldah ,19.2294278,84.5946568
Barijpur ,3.56173059,1,WEST BENGAL,South Twenty Four Parganas,22.2264508,88.2874682
Dharampur ,3.545518332,1,BIHAR,Samastipur,30.9004365,77.0247842
Sinduria ,3.528964531,1,WEST BENGAL,Garhwa ,24.0247112,76.9181156
Jaykrishnapur ,3.526198803,1,WEST BENGAL,Murshidabad ,21.9620086,88.402445
Jaykrishnapur ,3.526198803,1,WEST BENGAL,Murshidabad ,21.9620086,88.402445
Kanakpur I ,3.49926482,1,ASSAM,Cachar,29.215538,78.7194814
Barua (P) ,3.444929905,1,WEST BENGAL,Murshidabad ,23.9648301,80.6374994
Ajodhyanagar ,3.390652668,1,WEST BENGAL,South Twenty Four Parganas,22.3253906,88.2714879
Jhangra ,3.390638075,1,WEST BENGAL,Maldah ,23.4643995,75.87879373
Kalaikunda ,3.384806343,1,WEST BENGAL,Paschim Medinipur,22.3283629,87.2325182
Swangrampur ,3.369076813,1,WEST BENGAL,South Twenty Four Parganas,22.237568,88.3542893
Baharu ,3.351074081,1,WEST BENGAL,South Twenty Four Parganas,22.2049367,88.4442661
Tehatta ,3.349456879,1,WEST BENGAL,Haora ,23.7339059,88.5333576
Nimpith ,3.323874545,1,WEST BENGAL,South Twenty Four Parganas,22.1572088,88.4397829
Golokganj ,3.318963146,1,ASSAM,Dhubri,26.2292976,89.88856204
Farakka Barrage Township ,3.299773057,1,WEST BENGAL,Murshidabad ,24.8040551,87.9121575
Sirakol ,3.277139303,1,WEST BENGAL,South Twenty Four Parganas,22.3423744,88.2607151
Barabazar ,3.270003085,1,WEST BENGAL,Puruliya,23.0282372,86.3626357
Uttar Durgapur ,3.262600232,1,WEST BENGAL,South Twenty Four Parganas,22.143712,88.3910287
Chata Kalikapur ,3.245423609,1,WEST BENGAL,South Twenty Four Parganas,22.4774753,88.2626904
Kharibari ,3.215894354,1,WEST BENGAL,Darjiling ,26.58896415,88.18277859
Dadra ,3.202284312,1,DAMAN & DIU,Dadra & Nagar Haveli,20.33452875,72.96847641
Hathua ,3.184998438,1,BIHAR,Gopalganj,26.36563255,84.25956962
Bhasa ,3.153523989,1,WEST BENGAL,South Twenty Four Parganas,22.4156101,88.2838258
Bayarsing ,3.138831786,1,WEST BENGAL,South Twenty Four Parganas,22.3309248,88.6217175
Patdaha ,3.123997408,1,WEST BENGAL,South Twenty Four Parganas,22.2563226,88.1572029
Bijpur ,3.097994955,1,BIHAR,Sonbhadra,25.9415481,73.4530878
Lalpur ,3.076240182,1,WEST BENGAL,South Twenty Four Parganas,23.14350895,75.84068744
Uttar Kusum ,3.065083811,1,WEST BENGAL,South Twenty Four Parganas,22.2266043,88.3020579
Jagiroad ,3.063305467,1,ASSAM,Morigaon,26.1772224,91.7411847
Budhpura ,3.059993642,1,RAJASTHAN,Bundi ,25.1050505,75.4551744
Fatellapur ,3.054850176,1,WEST BENGAL,Murshidabad ,24.5288408,88.0690955
Chaltia ,3.048427468,1,WEST BENGAL,Murshidabad ,24.07147124,88.26423809
Dhania ,3.033115551,1,WEST BENGAL,North Twenty Four Parganas,25.5222274,87.8261661
Uttar Bishnupur ,3.015982761,1,WEST BENGAL,South Twenty Four Parganas,22.2616326,88.3038815
Sahajadpur ,3.011070325,1,WEST BENGAL,Murshidabad ,25.060566,87.2418643
Jalalpur ,3.002554158,1,WEST BENGAL,Maldah ,26.30012875,82.72837252
Kalyanpur ,2.979708662,1,WEST BENGAL,Haora ,22.343456,88.414597
Raynagar ,2.966924378,1,WEST BENGAL,South Twenty Four Parganas,22.2236636,88.4561484
Hirapur ,2.954141491,1,WEST BENGAL,Haora ,25.2877618,77.67969533
Hirapur ,2.954141491,1,WEST BENGAL,Haora ,25.2877618,77.67969533
Ramnagar ,2.95356158,1,WEST BENGAL,Murshidabad ,29.394835,79.126934
Ramnagar ,2.95356158,1,WEST BENGAL,Murshidabad ,29.394835,79.126934
Usthi ,2.945982552,1,WEST BENGAL,South Twenty Four Parganas,22.2322627,88.2728818
Kanganbaria ,2.912709203,1,WEST BENGAL,South Twenty Four Parganas,22.3987951,88.2436904
Debipur ,2.904739302,1,WEST BENGAL,Murshidabad ,23.1435428,88.1573731
Debipur ,2.904739302,1,WEST BENGAL,Murshidabad ,23.1435428,88.1573731
Hingalganj ,2.885482152,1,WEST BENGAL,North Twenty Four Parganas,22.17181205,89.0426801
Uttar Mahammadpur ,2.867827723,1,WEST BENGAL,Murshidabad ,24.643413,87.979112
Udang ,2.860890205,1,WEST BENGAL,Haora ,30.3303085,74.3450855
Kalaria ,2.860063939,1,WEST BENGAL,South Twenty Four Parganas,22.262813,88.2688286
Uttar Kalas ,2.816555306,1,WEST BENGAL,South Twenty Four Parganas,22.2553761,88.347005
Dhanyakuria ,2.81292269,1,WEST BENGAL,North Twenty Four Parganas,22.71556934,88.74118253
Salakati ,2.809319076,1,ASSAM,Kokrajhar,26.4426999,90.3538048
Raghudebpur ,2.805095128,1,WEST BENGAL,Haora ,22.419528,88.3182062
Sahapur ,2.76845423,1,WEST BENGAL,Maldah ,24.0331091,89.1259453
Sahapur ,2.76845423,1,WEST BENGAL,Maldah ,24.0331091,89.1259453
Amlagora ,2.744386748,1,WEST BENGAL,Paschim Medinipur,22.844581,87.3366418
Krishnapur ,2.734850572,1,WEST BENGAL,Maldah ,24.4065266,88.2564913
Krishnapur ,2.734850572,1,WEST BENGAL,Maldah ,24.4065266,88.2564913
Sabour ,2.72470371,1,BIHAR,Bhagalpur,25.2281735,87.06361663
Janpur ,2.72103566,1,BIHAR,Patna,23.23911285,76.2750279
Nasaratpur ,2.720341934,1,WEST BENGAL,Barddhaman ,24.8224292,89.0739991
Kakramari ,2.70084125,1,WEST BENGAL,Murshidabad ,24.24278647,88.791869
Deuli ,2.698741896,1,WEST BENGAL,Paschim Medinipur,22.371651,88.172419
Nazirpur ,2.674809975,1,WEST BENGAL,Maldah ,25.0770539,90.8232318
Hasangarh ,2.671541027,1,UTTAR PRADESH,Bulandshahr ,29.4546959,75.9728749
Sonatala ,2.646828495,1,WEST BENGAL,Maldah ,25.0439508,89.4976649
Ajodhya Nagar (P) ,2.639105237,1,WEST BENGAL,Murshidabad ,22.1870719,88.415277
Bowali ,2.635823719,1,WEST BENGAL,South Twenty Four Parganas,22.4041144,88.1852301
Phulia ,2.633884428,1,WEST BENGAL,Nadia ,23.2299617,88.4974018
Chak Alampur ,2.623790705,1,WEST BENGAL,South Twenty Four Parganas,22.4158045,88.1657328
Fatepur ,2.620288895,1,WEST BENGAL,South Twenty Four Parganas,21.75306265,75.66281975
Karimpur ,2.611539213,1,WEST BENGAL,Nadia ,23.9816034,88.6296098
Khagrabari ,2.596672364,1,WEST BENGAL,Koch Bihar ,26.3452262,89.4482164
Bhabki ,2.593446186,1,WEST BENGAL,Murshidabad ,25.8997679,88.6101881
Walwadi ,2.5650442,1,MAHARASHTRA,Dhule,20.7250701,75.1996135
Birpara ,2.553760715,1,WEST BENGAL,Jalpaiguri ,26.711324,89.1390175
Panchla ,2.551813129,1,WEST BENGAL,Haora ,22.56984205,88.13057701
Nandigram ,2.516400021,1,WEST BENGAL,Purba Medinipur,22.0030689,87.9808584
Chechakhata ,2.50998047,1,WEST BENGAL,Jalpaiguri ,26.531947,89.5356734
Dinga Khola ,2.501315495,1,WEST BENGAL,Haora ,30.01847359,81.77924378
Radhapur ,2.495025685,1,WEST BENGAL,Haora ,25.7204876,78.55084793
Nurpur ,2.479151731,1,BIHAR,Begusarai,32.2997393,75.8839627
Nurpur ,2.479151731,1,BIHAR,Begusarai,32.2997393,75.8839627
Binnaguri ,2.475242917,1,WEST BENGAL,Jalpaiguri ,26.7470082,89.0536687
Chakchaka ,2.457816277,1,WEST BENGAL,Koch Bihar ,26.3424028,89.4864683
Saraiya ,2.455770887,1,BIHAR,Rohtas,26.0700927,85.18431317
Habibpur ,2.452834861,1,BIHAR,Bhagalpur,23.2117444,88.5389626
Dakshin Raypur ,2.432731785,1,WEST BENGAL,South Twenty Four Parganas,22.4037259,88.1511009
Kashimnagar ,2.432478883,1,WEST BENGAL,Birbhum,23.0768893,89.1870115
Ranjangaon (s) ,2.429294547,1,MAHARASHTRA,Aurangabad,18.7536353,74.2445791
Jallabad ,2.423118312,1,WEST BENGAL,Haora ,22.8386863,89.0967177
Karrapur ,2.422264792,1,MADHYA PRADESH,Sagar,23.93899565,78.87014256
Kasba ,2.416839336,1,WEST BENGAL,Uttar Dinajpur,22.5044355,88.3721663
Hutmura ,2.406577446,1,WEST BENGAL,Puruliya,23.350832,86.478538
Ghola Noapara ,2.403711859,1,WEST BENGAL,South Twenty Four Parganas,22.2398797,88.2886843
Kalikapur Barasat ,2.394710835,1,WEST BENGAL,South Twenty Four Parganas,22.220591,88.4464561
Takagach ,2.38646206,1,WEST BENGAL,Koch Bihar ,26.3270327,89.4305959
Anwari ,2.370311627,1,BIHAR,Kaimur (Bhabua),24.5987055,77.74908714
Ghorsala ,2.350377475,1,WEST BENGAL,Murshidabad ,24.4574752,88.0329584
Basantia ,2.346860755,1,WEST BENGAL,Purba Medinipur,21.8027785,87.805953
Gadhi ,2.339457901,1,UTTAR PRADESH,Moradabad,26.5647768,87.1810161
Taldi ,2.335909245,1,WEST BENGAL,South Twenty Four Parganas,22.3427949,88.6111557
Shantipur ,2.312832571,1,WEST BENGAL,Purba Medinipur,23.2464,88.4437
Dhana ,2.308938333,1,MADHYA PRADESH,Sagar,23.7462285,78.86929893
Kamalapur ,2.308287234,1,WEST BENGAL,Haora ,18.1739005,79.5250884
Bhagipur ,2.302267591,1,BIHAR,Etah,27.5504805,78.6583234
Paschim Gazipur ,2.296988587,1,WEST BENGAL,Haora ,23.8902379,90.403206
Chandipur ,2.288463819,1,WEST BENGAL,Haora ,24.25965165,91.99056156
Panpara ,2.286899059,1,WEST BENGAL,Nadia ,23.2078459,88.54072477
Padmabil ,2.283963487,1,ASSAM,Kokrajhar,24.0166852,91.55406693
Manbazar ,2.281875128,1,WEST BENGAL,Puruliya,23.0598701,86.6607278
Bagula ,2.265886538,1,WEST BENGAL,Nadia ,23.3349696,88.6457993
Jhumpura ,2.261986067,1,ODISHA,Kendujhar,21.8880424,85.58606055
Paharpur ,2.256091913,1,BIHAR,Gaya,26.63025515,84.61035
Ichgam ,2.240148446,1,JAMMU & KASHMIR,Badgam,33.9862087,74.7515441
Digheli ,2.23366963,1,ASSAM,Nalbari,26.4909564,91.3004364
Kendua ,2.226519235,1,WEST BENGAL,Maldah ,25.03344235,87.72689801
Kendua ,2.226519235,1,WEST BENGAL,Maldah ,25.03344235,87.72689801
Ramkrishnapur ,2.204052987,1,WEST BENGAL,South Twenty Four Parganas,22.1838516,88.4402747
Pandharpur ,2.178716963,1,MAHARASHTRA,Aurangabad,17.7255921,75.30019363
Baruipur (P) ,2.164297073,1,WEST BENGAL,South Twenty Four Parganas,22.3606792,88.4322502
Chanchal ,2.16339019,1,WEST BENGAL,Maldah ,25.3927428,88.0084163
Hariharpur ,2.159275548,1,WEST BENGAL,South Twenty Four Parganas,24.593773,81.32089522
Hariharpur ,2.159275548,1,WEST BENGAL,South Twenty Four Parganas,24.593773,81.32089522
Kantaberia ,2.153732411,1,WEST BENGAL,Haora ,23.612943,87.373682
Badkulla ,2.14905829,1,WEST BENGAL,Nadia ,23.3055047,88.5261261
Hafiz Ganj ,2.142644507,1,UTTAR PRADESH,Bareilly,31.578153,74.3029783
Odlabari ,2.133825274,1,WEST BENGAL,Jalpaiguri ,26.8646911,88.6236454
Kaijuri ,2.118386041,1,WEST BENGAL,Haora ,24.1425895,89.6924434
Ambaji ,2.111280376,1,GUJARAT,Banas Kantha,24.3332794,72.8496191
Nainan ,2.104741511,1,WEST BENGAL,South Twenty Four Parganas,22.2747755,88.3506391
Madhubani ,2.086033343,1,BIHAR,Madhubani,26.3503076,86.22964237
Shyamdhan ,2.08029238,1,WEST BENGAL,Darjiling ,26.6059897,88.1660959
Domchanch ,2.075061333,1,WEST BENGAL,Kodarma,24.5011882,85.72657534
Bagbari ,2.069412253,1,WEST BENGAL,Maldah ,22.4905857,88.5528797
Chanari ,2.063767212,1,BIHAR,Rohtas,24.36569045,78.51551286
Satghara ,2.047077599,1,BIHAR,Madhubani,22.1461992,88.4147296
Mehmand ,2.043198865,1,CHHATTISGARH,Bilaspur,30.6186109,73.9962484
Chandigarh ,2.043065243,1,TRIPURA,West Tripura ,30.7334421,76.7797143
Chelad ,2.038930345,1,WEST BENGAL,Barddhaman ,10.10513165,76.64210505
Jagatballavpur ,2.033055462,1,WEST BENGAL,Haora ,22.6254297,88.10657165
Nischintapur ,2.026501251,1,WEST BENGAL,South Twenty Four Parganas,24.7711294,87.75279256
Jaynagar ,2.020032444,1,WEST BENGAL,Haora ,26.5902775,86.1356516
Paschim Bainan ,2.015434061,1,WEST BENGAL,Haora ,22.5008393,87.9429838
Gaur Daha ,2.0144907,1,WEST BENGAL,South Twenty Four Parganas,22.3777968,88.5299418
Kasba Khanpur ,2.01309186,1,UTTAR PRADESH,Auraiya,28.8548228,78.8119697
Barajamda ,2.011857877,1,JHARKHAND,Pashchimi Singhbhum,22.1640821,85.4078007
Baragaon ,2.011515303,1,UTTAR PRADESH,Varanasi,22.2174832,84.28255346
Madhupur ,2.006606325,1,TRIPURA,West Tripura ,24.2878679,86.6105095
Chandpala Anantapathpur ,2.005020754,1,WEST BENGAL,South Twenty Four Parganas,22.2906784,88.1657301
Santoshpur ,2.001584239,1,WEST BENGAL,Haora ,22.5240566,88.2710655
Bankra ,1.997304349,1,WEST BENGAL,North Twenty Four Parganas,25.4517419,75.2651453
Bankra ,1.997304349,1,WEST BENGAL,North Twenty Four Parganas,25.4517419,75.2651453
Alipur ,1.995533865,1,WEST BENGAL,Maldah ,23.2825909,77.77736714
Alipur ,1.995533865,1,WEST BENGAL,Maldah ,23.2825909,77.77736714
Alipur ,1.995533865,1,WEST BENGAL,Maldah ,23.2825909,77.77736714
Baktarnagar ,1.983751363,1,WEST BENGAL,Barddhaman ,23.5948322,87.1540341
Baniara ,1.982319654,1,WEST BENGAL,Haora ,22.5341023,88.6356766
Khatra ,1.981711573,1,WEST BENGAL,Bankura ,22.975325,86.8539608
Matla ,1.980556667,1,WEST BENGAL,South Twenty Four Parganas,21.87766845,88.7348499
Bangalpur ,1.976637599,1,WEST BENGAL,Haora ,22.4975567,87.9704864
Dhulasimla ,1.953624223,1,WEST BENGAL,Haora ,22.414738,88.0936725
Amta ,1.946220206,1,WEST BENGAL,Haora ,22.5744025,88.0188847
Khalisani ,1.944221269,1,WEST BENGAL,Haora ,22.8661824,88.34575586
Lataguri ,1.941541759,1,WEST BENGAL,Jalpaiguri ,26.7056042,88.7698155
Mirzapur ,1.941099615,1,WEST BENGAL,Murshidabad ,24.9316896,82.62801628
Mirzapur ,1.941099615,1,WEST BENGAL,Murshidabad ,24.9316896,82.62801628
Bhainsa ,1.937484135,1,MADHYA PRADESH,Sagar,19.107085,77.9635656
Gangni ,1.924755813,1,WEST BENGAL,Nadia ,32.8381206,91.4093248
Makhal Tala ,1.921808311,1,WEST BENGAL,South Twenty Four Parganas,22.3839723,88.5541123
Chandrapada ,1.916864534,1,MAHARASHTRA,Thane,19.3296633,84.9496129
Deara ,1.909579142,1,WEST BENGAL,North Twenty Four Parganas,22.4970663,88.445715
Basanti ,1.902409058,1,WEST BENGAL,South Twenty Four Parganas,22.1932463,88.73481286
Jasra ,1.895408527,1,UTTAR PRADESH,Allahabad ,21.34947811,83.34616612
Dharapur ,1.893468562,1,ASSAM,Kamrup Metropolitan,31.4705645,77.514317
Berandari Bagaria ,1.879766622,1,WEST BENGAL,South Twenty Four Parganas,22.1545299,88.2485464
Fatehpur ,1.870438712,1,WEST BENGAL,Birbhum,25.8348023,80.91545469
Rajnagar ,1.855926876,1,WEST BENGAL,Birbhum,26.3859638,86.15420075
Gomoh ,1.849479755,1,JHARKHAND,Dhanbad,23.8735307,86.151587
Benipur ,1.838457806,1,UTTAR PRADESH,Varanasi,26.07535455,86.1244902
Mugkalyan ,1.829217371,1,WEST BENGAL,Haora ,22.4126037,87.9773968
Basantapur ,1.822970751,1,WEST BENGAL,Haora ,22.9755144,88.52974084
Karanpur ,1.821300848,1,UTTAR PRADESH,Pratapgarh,29.8430883,73.4503328
Kallipur ,1.817331216,1,UTTAR PRADESH,Varanasi,25.2871552,82.7997722
Mohanpur ,1.810665907,1,BIHAR,Sitamarhi,23.94291905,91.33469935
Mohanpur ,1.810665907,1,BIHAR,Sitamarhi,23.94291905,91.33469935
Mohanpur ,1.810665907,1,BIHAR,Sitamarhi,23.94291905,91.33469935
Talkhapur Dumra ,1.804836311,1,BIHAR,Sitamarhi,26.57235035,85.51092296
Urimari ,1.801942712,1,JHARKHAND,Hazaribagh,23.6922488,85.3146643
Kapuria ,1.80068602,1,MADHYA PRADESH,Sagar,23.7563994,86.3106322
Tulshighata ,1.798195555,1,WEST BENGAL,South Twenty Four Parganas,22.1566334,88.4573581
Karmeta ,1.794235627,1,MADHYA PRADESH,Jabalpur,23.20351275,79.89427076
Kotwa ,1.788735986,1,UTTAR PRADESH,Varanasi,26.50381755,84.85218058
Kotwa ,1.788735986,1,UTTAR PRADESH,Varanasi,26.50381755,84.85218058
Baratola ,1.78705994,1,JHARKHAND,Palamu,24.72458005,80.87686753
Konra ,1.771605155,1,JHARKHAND,Hazaribagh,29.5055504,79.7829401
Padagha ,1.76964279,1,MAHARASHTRA,Thane,19.3668447,73.1759578
Bamangram ,1.765446953,1,WEST BENGAL,Maldah ,25.6231211,88.1984353
Uttar Madarihat ,1.764442081,1,WEST BENGAL,Jalpaiguri ,26.6504337,89.1922662
Bilpura ,1.76245074,1,MADHYA PRADESH,Jabalpur,26.29890335,78.09714598
Nuapatna ,1.738506103,1,ODISHA,Cuttack,20.447522,85.4674315
Chauparan ,1.733711137,1,JHARKHAND,Hazaribagh,24.41614555,85.29419148
Churi ,1.717908404,1,JHARKHAND,Ranchi,25.0292234,87.67651398
Champahati ,1.707604485,1,WEST BENGAL,South Twenty Four Parganas,22.4018828,88.4936425
Birbhanpur ,1.704094376,1,UTTAR PRADESH,Varanasi,25.8750306,82.5322473
Panuria ,1.689225975,1,WEST BENGAL,Barddhaman ,23.8240682,86.9834805
Khidirpur ,1.684729667,1,WEST BENGAL,Murshidabad ,22.5376181,88.3158211
Hariyawan ,1.683071496,1,UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),27.5280983,80.1696865
Jaypur ,1.681721618,1,WEST BENGAL,Puruliya,23.0527293,87.4434688
Kulberia ,1.680923478,1,WEST BENGAL,North Twenty Four Parganas,22.5482413,88.5033074
Abhirampur ,1.675017618,1,WEST BENGAL,South Twenty Four Parganas,22.3380202,88.2179154
Ladrawan ,1.662245602,1,HARYANA,Jhajjar,28.7874647,76.9366502
Nokpul ,1.645675368,1,WEST BENGAL,North Twenty Four Parganas,22.8607,88.739821
Garbeta ,1.644447026,1,WEST BENGAL,Paschim Medinipur,22.844463,87.3209023
Maricha ,1.637845378,1,WEST BENGAL,South Twenty Four Parganas,22.507973,88.593969
Amtala ,1.633702236,1,WEST BENGAL,South Twenty Four Parganas,25.59608995,77.3716027
Barughutu ,1.633096968,1,JHARKHAND,Ramgarh,25.00308485,87.49330659
Jagadishpur ,1.629265902,1,WEST BENGAL,Haora ,23.3566136,77.4167225
Nohsa ,1.618876478,1,BIHAR,Patna,25.1360478,85.3378805
Salarpur ,1.615718549,1,UTTAR PRADESH,Varanasi,29.9189578,76.8333762
Chak Sikari ,1.612150565,1,UTTAR PRADESH,Azamgarh,26.8972719,76.6039109
Chapari ,1.601446966,1,WEST BENGAL,Puruliya,24.86254555,87.63807336
Bokaro ,1.599744191,1,JHARKHAND,Bokaro,23.69912795,85.99106894
Hanspukuria ,1.589649706,1,WEST BENGAL,South Twenty Four Parganas,22.4476412,88.2901876
Dakshin Chatra ,1.576831092,1,WEST BENGAL,North Twenty Four Parganas,22.8400918,88.7674759
Matarbari ,1.575039498,1,TRIPURA,South Tripura ,23.4876517,91.53093837
Ranaghat ,1.574147048,1,WEST BENGAL,Nadia ,28.18817,94.7667
Chittaranjan ,1.573131023,1,WEST BENGAL,Barddhaman ,23.8491569,86.901887
Kavant ,1.572145732,1,GUJARAT,Vadodara,22.09058055,74.034369
Baidyanathpur ,1.570351469,1,WEST BENGAL,Barddhaman ,23.4185926,90.6556428
Kumbhkot ,1.56790394,1,RAJASTHAN,Kota ,24.6401893,75.9852684
Lohara ,1.564903288,1,MAHARASHTRA,Yavatmal,24.54745895,80.93789286
Jabera ,1.562423899,1,MADHYA PRADESH,Damoh,23.55670025,79.66751005
Brindabanpur ,1.560637298,1,WEST BENGAL,Haora ,23.3076285,87.2801408
Chak Baria ,1.559976327,1,WEST BENGAL,South Twenty Four Parganas,22.4252508,88.5057583
Madanpur ,1.559865391,1,WEST BENGAL,Nadia ,23.0054108,88.4898057
Kismatpur ,1.548156194,1,ANDHRA PRADESH,Rangareddy,17.3351206,78.3926988
Khaliapali ,1.546840484,1,JHARKHAND,Bargarh,21.3650298,83.8712449
Shibalaya ,1.538417741,1,WEST BENGAL,North Twenty Four Parganas,22.7732659,88.5180546
Ratanpura ,1.524944607,1,UTTAR PRADESH,Mau,23.1204712,77.46021895
Hallaur ,1.522993908,1,UTTAR PRADESH,Siddharthnagar,27.1732936,82.6487488
Saguna (P) ,1.519349073,1,WEST BENGAL,Nadia ,24.1802366,84.1779077
Uttampur ,1.518254334,1,WEST BENGAL,Nadia ,23.70688475,80.26439296
Khailar ,1.514934124,1,UTTAR PRADESH,Jhansi,25.3465204,78.5366785
Sirgora ,1.513539717,1,MADHYA PRADESH,Chhindwara,22.2038688,78.88162741
Malanpur ,1.511854335,1,CHHATTISGARH,Bhind,26.35782355,78.29294845
Banarhat Tea Garden ,1.505526098,1,WEST BENGAL,Jalpaiguri ,26.78493125,89.0429907
Ghuni ,1.502046526,1,WEST BENGAL,North Twenty Four Parganas,22.5934411,88.4607565
Jagannathpur ,1.497230013,1,WEST BENGAL,Maldah ,22.16952195,85.64390805
Jagannathpur ,1.497230013,1,WEST BENGAL,Maldah ,22.16952195,85.64390805
Nagina (51) ,1.49596841,1,HARYANA,Mewat ,29.4407679,78.4299763
Cherrapunjee ,1.491685142,1,ASSAM,East Khasi Hills,25.2777336,91.7292416
Gopinathpur ,1.486292681,1,WEST BENGAL,Barddhaman ,23.0879928,87.8476453
Subarnapur ,1.482877422,1,WEST BENGAL,Nadia ,20.85357835,83.85291592
Sarmathura ,1.482561639,1,RAJASTHAN,Dhaulpur,26.5155043,77.3724377
Madhusudanpur ,1.47892417,1,WEST BENGAL,Hugli ,21.9564454,88.1655095
Kanyanagar ,1.473993378,1,WEST BENGAL,South Twenty Four Parganas,22.3809689,88.2485501
Raghabpur ,1.472497084,1,WEST BENGAL,Nadia ,22.0982814,88.3944012
Teghari ,1.467675578,1,WEST BENGAL,Murshidabad ,22.4436574,88.4180908
Teghari ,1.467675578,1,WEST BENGAL,Murshidabad ,22.4436574,88.4180908
Darappur ,1.465425482,1,WEST BENGAL,Nadia ,23.0658665,88.6526238
Padri ,1.464486739,1,BIHAR,Darbhanga,22.9984774,81.74156438
Mainaguri ,1.462817106,1,WEST BENGAL,Jalpaiguri ,26.5652519,88.8221321
Hutagalli ,1.461672049,1,KARNATAKA,Mysore,12.3414732,76.585315
Chandrapura ,1.460753366,1,JHARKHAND,Bokaro,23.7553585,86.1197099
Barharwa ,1.459559257,1,JHARKHAND,Sahibganj,24.80598505,87.81417847
Cherra ,1.456002868,1,JHARKHAND,Hazaribagh,25.2777336,91.7292416
Patharberia ,1.452910322,1,WEST BENGAL,South Twenty Four Parganas,22.3686306,88.2095948
Barha ,1.452685947,1,UTTAR PRADESH,Pilibhit,23.64630215,81.38128855
