town,Index,group,State Name,District names,latitude,longitude
Ammapattinam ,-2.097943845,5,TAMIL NADU,Pudukkottai,10.0153555,79.2313753
Pavi Sadakpur ,-2.108296691,5,UTTAR PRADESH,Ghaziabad,28.7755023,77.2813464
Morjim ,-2.121106429,5,GOA,North Goa,15.6303018,73.7337021
Sankarapuram ,-2.127272983,5,TAMIL NADU,Sivaganga,11.8555913,78.98579671
Saligao ,-2.131650887,5,GOA,North Goa,15.5485692,73.7894712
Puthagaram ,-2.134940309,5,TAMIL NADU,Thiruvallur,13.1346231,80.1978478
Rakri ,-2.148698981,5,PUNJAB,Hoshiarpur,24.60507225,81.86709896
Dediapada ,-2.149354028,5,GUJARAT,Narmada,21.6271369,73.5898076
Vallam ,-2.17783426,5,TAMIL NADU,Kancheepuram,10.7188244,79.0613163
Saidabad ,-2.178325835,5,NCT OF DELHI,South,33.924849,68.657306
Nehon ,-2.184089485,5,PUNJAB,Rupnagar,32.6350382,76.1082172
Sancoale ,-2.195454552,5,GOA,South Goa,15.38863065,73.88933355
Varappuzha ,-2.197771018,5,KERALA,Ernakulam,10.0778389,76.270926
Mhasla ,-2.202476779,5,MAHARASHTRA,Raigarh,18.1320191,73.1067898
Madippakkam ,-2.213962768,5,TAMIL NADU,Kancheepuram,12.9637376,80.19756323
Arambol ,-2.224434663,5,GOA,North Goa,15.6878815,73.7055986
Chendamangalam ,-2.229240702,5,KERALA,Ernakulam,10.1691683,76.2340883
Lasjan ,-2.23026239,5,JAMMU & KASHMIR,Srinagar,34.0404157,74.870635
Arasinakunte ,-2.238117537,5,KARNATAKA,Bangalore Rural,13.08245435,77.41614721
Jaffrabad ,-2.246273284,5,NCT OF DELHI,North East,28.6826822,77.2748055
Jaffrabad ,-2.246273284,5,NCT OF DELHI,North East,28.6826822,77.2748055
Guirim ,-2.258554303,5,GOA,North Goa,15.5670553,73.8036817
Hinjavadi ,-2.277288638,5,MAHARASHTRA,Pune,18.5927532,73.7382151
Bodeli ,-2.280859376,5,GUJARAT,Vadodara,22.269829,73.7161432
Damanjodi ,-2.295689252,5,ODISHA,Koraput,18.7582826,82.9106386
Kakkanad ,-2.297045378,5,KERALA,Ernakulam,10.01657,76.34275
Sangramnagar ,-2.310394486,5,MAHARASHTRA,Solapur,17.8912926,75.0366776
Raipur ,-2.316352517,5,UTTARAKHAND,Dehradun,21.2380912,81.6336993
Raipur ,-2.316352517,5,UTTARAKHAND,Dehradun,21.2380912,81.6336993
Kadaparai ,-2.319265808,5,TAMIL NADU,Karur ,11.62330928,79.50138216
Orgao ,-2.349123035,5,GOA,North Goa,15.5099376,73.9617098
Kevadiya ,-2.389294334,5,GUJARAT,Narmada,21.8885056,73.6893287
Kottuvally ,-2.38959788,5,KERALA,Ernakulam,10.1222345,76.24866657
Kegaon ,-2.399165673,5,MAHARASHTRA,Raigarh,20.0812256,82.95604925
Nalco ,-2.403723259,5,ODISHA,Anugul  ,20.8513526,85.15851511
Perambakkam ,-2.407674913,5,TAMIL NADU,Thiruvallur,13.0377208,79.8133227
Singarva ,-2.414356738,5,GUJARAT,Ahmadabad,23.0252575,72.6897398
GCF Jabalpur ,-2.419067631,5,MADHYA PRADESH,Jabalpur,23.1803857,79.97339792
Ekangar Sarai ,-2.440949155,5,BIHAR,Nalanda,25.2220539,85.2298038
Khardi ,-2.462147056,5,MAHARASHTRA,Thane,19.5802161,73.3938248
Mukhani ,-2.511428884,5,UTTARAKHAND,Nainital,29.2180383,79.5185331
Neral ,-2.512671569,5,MAHARASHTRA,Raigarh,19.0274308,73.3184369
Babar Pur ,-2.54700771,5,NCT OF DELHI,North East,27.22277541,77.95407189
Owle ,-2.62500716,5,MAHARASHTRA,Raigarh,8.5803474,76.8779152
Calangute ,-2.69817574,5,GOA,North Goa,15.545594,73.7646182
Paddhari ,-2.747313497,5,GUJARAT,Rajkot,22.4297959,70.6057564
Ordnance Factory Itarsi ,-2.755737137,5,MADHYA PRADESH,Hoshangabad,22.5780455,77.8138185
Vangani ,-2.823222215,5,MAHARASHTRA,Thane,19.0943323,73.3008946
Amgaon kh. ,-2.876142565,5,MAHARASHTRA,Gondiya,21.95962705,79.50347354
Pure Tiwari ,-2.940689288,5,UTTAR PRADESH,Gonda,22.5624082,88.3524888
Solsumba ,-2.974663189,5,GUJARAT,Valsad,20.1600327,72.7881203
Periyapatti ,-3.046878921,5,TAMIL NADU,Namakkal   ,11.2159662,78.1470787
Sanjeli ,-3.057324205,5,GUJARAT,Dohad  ,23.0583328,73.9710668
